methane,hydrogen,humidity,temperature,sensor,time
97,124,45,24,2,14:56:47
97,124,45,24,2,14:56:53
97,123,45,24,2,14:56:58
97,123,45,24,2,14:57:04
97,123,45,24,2,14:57:09
97,123,45,24,2,14:57:15
97,123,45,24,2,14:57:20
97,123,45,24,2,14:57:26
97,124,45,24,2,14:57:31
97,123,45,24,2,14:57:37
97,123,45,24,2,14:57:42
97,123,45,24,2,14:57:48
97,123,45,24,2,14:57:53
97,123,45,24,2,14:57:59
97,123,45,24,2,14:58:04
97,123,45,24,2,14:58:10
97,123,45,24,2,14:58:15
97,123,45,24,2,14:58:21
97,123,45,24,2,14:58:26
97,123,45,24,2,14:58:32
97,123,45,24,2,14:58:37
97,123,45,24,2,14:58:43
97,123,45,24,2,14:58:48
97,123,45,24,2,14:58:54
97,123,45,24,2,14:58:59
97,123,45,24,2,14:59:05
97,124,45,24,2,14:59:10
97,123,45,24,2,14:59:16
97,124,45,24,2,14:59:21
97,124,45,24,2,14:59:27
97,124,45,24,2,14:59:32
97,124,45,24,2,14:59:38
97,124,45,24,2,14:59:43
98,124,45,24,2,14:59:49
98,124,45,24,2,14:59:54
98,124,45,24,2,15:00:00
98,124,45,24,2,15:00:05
98,125,45,24,2,15:00:11
98,125,45,24,2,15:00:16
98,125,45,24,2,15:00:22
98,125,45,24,2,15:00:27
98,125,45,24,2,15:00:33
98,125,45,24,2,15:00:38
98,125,45,24,2,15:00:44
98,125,45,24,2,15:00:49
98,125,45,24,2,15:00:55
98,125,45,24,2,15:01:00
98,125,45,24,2,15:01:06
98,125,45,24,2,15:01:09
98,125,45,24,2,15:01:14
96,124,45,24,2,15:01:20
86,86,42,23,2,15:07:35
70,114,42,23,2,15:07:40
68,121,42,23,2,15:07:46
66,113,43,23,2,15:07:51
66,103,43,23,2,15:07:57
65,100,43,23,2,15:08:08
65,92,43,23,2,15:08:13
64,94,43,23,2,15:08:19
64,92,42,23,2,15:08:24
64,94,42,23,2,15:08:30
64,92,42,23,2,15:08:35
64,90,42,23,2,15:08:41
64,89,42,23,2,15:08:47
64,90,42,23,2,15:08:52
64,90,42,23,2,15:08:58
64,89,42,23,2,15:09:03
64,90,2,23,2,15:09:09
64,91,42,23,2,15:09:14
64,91,42,23,2,15:09:20
64,94,42,23,2,15:09:25
64,90,42,23,2,15:09:42
0,91,42,23,2,15:09:47
64,0,42,22,2,15:09:58
64,91,42,23,2,15:10:04
88,86,39,23,2,15:20:43
91,86,40,23,2,15:20:49
80,80,40,23,2,15:20:54
80,80,40,23,2,15:21:00
130,165,40,23,2,15:21:11
138,972,42,23,2,15:21:16
149,971,45,23,2,15:21:22
155,964,47,23,2,15:21:27
157,970,48,23,2,15:21:33
155,957,51,23,2,15:21:38
155,971,53,23,2,15:21:44
155,965,53,23,2,15:21:49
155,970,54,23,2,15:21:55
156,968,55,23,2,15:22:00
156,971,55,23,2,15:22:06
156,139,56,23,2,15:22:11
156,133,56,23,2,15:22:17
156,131,56,23,2,15:22:22
156,132,56,23,2,15:22:28
159,132,56,24,2,15:22:33
160,132,56,24,2,15:22:39
160,132,56,24,2,15:22:50
159,130,56,24,2,15:23:01
159,129,56,24,2,15:23:06
159,130,56,24,2,15:23:12
159,128,56,24,2,15:23:18
159,127,56,24,2,15:23:23
158,127,55,24,2,15:23:29
158,127,55,24,2,15:23:34
158,126,55,25,2,15:23:40
158,127,55,25,2,15:23:45
158,127,55,25,2,15:23:51
168,129,55,25,2,15:23:56
172,991,53,25,2,15:24:29
213,995,58,26,2,15:27:20
216,991,58,26,2,15:27:26
218,991,58,26,2,15:27:31
219,991,58,26,2,15:27:37
219,991,58,26,2,15:27:42
219,991,59,26,2,15:27:48
220,991,59,26,2,15:27:53
219,991,59,26,2,15:27:59
220,991,59,26,2,15:28:04
222,992,59,27,2,15:28:10
221,992,59,27,2,15:28:15
222,992,60,27,2,15:28:21
220,992,60,27,2,15:28:26
219,992,60,27,2,15:28:32
217,992,61,27,2,15:28:37
216,992,61,27,2,15:28:43
215,992,61,27,2,15:28:48
215,992,61,27,2,15:28:54
214,992,62,27,2,15:28:59
107,105,55,27,2,15:31:56
99,116,49,27,2,15:32:01
89,132,0,0,2,15:32:12
87,141,41,26,2,15:32:18
96,126,40,26,2,15:32:23
136,107,33,26,2,15:32:29
104,98,40,24,2,15:33:57
111,95,40,24,2,15:34:02
121,112,40,24,2,15:34:08
128,135,40,23,2,15:34:36
129,136,40,23,2,15:34:41
132,141,40,23,2,15:34:47
114,131,40,23,2,15:34:52
103,121,44,23,2,15:34:58
102,117,49,23,2,15:35:03
100,123,52,23,2,15:35:09
101,120,53,23,2,15:35:14
101,116,55,23,2,15:35:20
101,116,56,23,2,15:35:25
100,116,56,23,2,15:35:31
100,119,57,23,2,15:35:36
100,123,57,23,2,15:35:42
100,118,57,8,2,15:35:47
100,121,57,23,2,15:35:53
100,121,58,23,2,15:35:58
100,121,58,23,2,15:36:04
100,127,58,23,2,15:36:09
101,136,58,23,2,15:36:15
102,137,58,23,2,15:36:20
103,125,59,23,2,15:36:26
104,133,59,24,2,15:36:31
106,134,60,24,2,15:36:37
107,136,60,24,2,15:36:42
107,135,61,24,2,15:36:48
107,141,61,24,2,15:36:53
108,136,61,24,2,15:36:59
108,136,61,24,2,15:37:04
108,141,61,24,2,15:37:10
109,140,62,24,2,15:37:15
111,128,62,24,2,15:37:21
114,140,62,24,2,15:37:32
115,143,63,24,2,15:37:37
117,150,64,24,2,15:37:48
119,149,64,24,2,15:37:59
120,152,65,24,2,15:38:05
121,156,65,24,2,15:38:11
122,155,65,24,2,15:38:16
123,157,66,24,2,15:38:22
124,164,66,24,2,15:38:27
125,154,66,24,2,15:38:33
128,158,33,24,2,15:38:49
129,158,67,24,2,15:38:55
130,167,67,24,2,15:39:00
128,166,67,24,2,15:39:06
131,162,67,24,2,15:39:11
131,164,67,24,2,15:39:17
132,164,68,24,2,15:39:22
132,162,68,24,2,15:39:28
5,164,68,24,2,15:39:33
133,169,68,24,2,15:39:39
134,5,68,24,2,15:39:44
134,164,64,24,2,15:39:50
134,169,68,24,2,15:39:55
135,166,68,24,2,15:40:01
135,165,68,24,2,15:40:06
136,171,68,25,2,15:40:12
136,169,69,0,2,15:40:23
136,8,69,25,2,15:40:34
136,169,2,25,2,15:40:39
128,170,69,25,2,15:40:50
140,185,70,6,2,15:42:02
143,192,70,25,2,15:42:30
144,193,70,25,2,15:42:35
145,202,70,25,2,15:42:46
146,202,70,25,2,15:42:52
147,200,70,25,2,15:42:57
148,202,70,25,2,15:43:03
150,201,70,25,2,15:43:08
151,200,70,25,2,15:43:14
289,392,71,25,2,15:51:18
290,394,71,25,2,15:51:24
292,396,71,25,2,15:51:29
293,399,71,25,2,15:51:35
294,399,71,25,2,15:51:35
296,402,71,25,2,15:51:41
297,406,71,25,2,15:51:46
298,407,71,25,2,15:51:52
299,410,71,25,2,15:51:57
301,412,71,25,2,15:52:03
302,414,71,25,2,15:52:08
303,417,71,25,2,15:52:14
304,418,71,25,2,15:52:19
305,420,71,25,2,15:52:25
307,421,71,25,2,15:52:30
307,424,71,25,2,15:52:36
309,426,71,25,2,15:52:41
310,428,71,25,2,15:52:47
311,430,71,25,2,15:52:53
312,433,71,25,2,15:52:58
313,434,71,25,2,15:53:04
314,436,71,25,2,15:53:09
315,438,71,25,2,15:53:15
316,440,71,25,2,15:53:20
316,441,71,25,2,15:53:26
317,443,71,25,2,15:53:31
318,445,70,25,2,15:53:37
319,446,70,25,2,15:53:42
320,449,70,25,2,15:53:48
321,450,70,25,2,15:53:53
322,452,70,25,2,15:53:59
323,453,70,25,2,15:54:04
324,455,70,25,2,15:54:10
324,457,70,25,2,15:54:15
325,458,70,25,2,15:54:21
326,460,70,25,2,15:54:26
327,462,70,25,2,15:54:32
328,463,70,25,2,15:54:37
329,465,70,25,2,15:54:43
329,467,70,25,2,15:54:48
330,468,70,25,2,15:54:54
331,470,70,25,2,15:54:59
331,472,70,25,2,15:55:05
332,473,70,25,2,15:55:10
333,474,70,25,2,15:55:16
334,476,70,25,2,15:55:21
335,477,70,25,2,15:55:27
335,479,70,25,2,15:55:32
336,481,70,25,2,15:55:38
337,482,70,25,2,15:55:43
338,484,70,25,2,15:55:49
338,485,70,25,2,15:55:54
339,486,70,25,2,15:56:00
340,488,70,25,2,15:56:05
340,488,70,25,2,15:56:11
341,490,70,25,2,15:56:16
342,491,70,25,2,15:56:22
342,492,70,25,2,15:56:28
343,494,70,25,2,15:56:33
344,495,70,25,2,15:56:39
344,241,70,25,2,15:56:44
345,498,70,25,2,15:56:50
346,499,70,25,2,15:56:55
346,500,70,25,2,15:57:01
347,501,70,25,2,15:57:06
347,502,70,25,2,15:57:12
348,504,70,25,2,15:57:17
349,505,70,25,2,15:57:23
350,508,70,25,2,15:57:28
351,512,70,25,2,15:57:34
352,516,70,25,2,15:57:39
354,520,70,25,2,15:57:45
355,524,70,25,2,15:57:50
357,528,70,25,2,15:57:56
359,531,70,25,2,15:58:01
361,535,70,25,2,15:58:07
363,539,70,25,2,15:58:12
365,542,70,25,2,15:58:18
367,546,70,25,2,15:58:23
368,549,70,25,2,15:58:29
370,553,70,25,2,15:58:34
372,556,70,25,2,15:58:40
374,559,70,25,2,15:58:45
375,562,70,0,2,15:58:51
377,565,70,25,2,15:58:56
379,568,70,25,2,15:59:02
381,570,70,25,2,15:59:07
383,574,70,25,2,15:59:13
384,577,70,25,2,15:59:18
386,580,70,25,2,15:59:24
388,582,70,25,2,15:59:29
389,585,70,25,2,15:59:35
391,587,70,25,2,15:59:40
392,589,70,25,2,15:59:46
394,592,70,25,2,15:59:51
395,594,70,25,2,15:59:57
397,596,70,25,2,16:00:02
398,598,70,25,2,16:00:08
400,601,70,25,2,16:00:14
401,603,70,25,2,16:00:19
402,605,70,25,2,16:00:25
404,607,70,25,2,16:00:30
405,609,70,25,2,16:00:36
406,612,70,25,2,16:00:41
407,614,70,25,2,16:00:47
409,616,70,25,2,16:00:52
410,619,70,25,2,16:00:58
411,621,70,25,2,16:01:03
412,623,70,25,2,16:01:09
413,624,70,25,2,16:01:14
414,627,70,25,2,16:01:20
416,628,70,25,2,16:01:25
416,630,70,25,2,16:01:31
417,632,70,25,2,16:01:36
418,633,70,25,2,16:01:42
419,635,70,25,2,16:01:47
420,636,70,25,2,16:01:53
421,638,70,25,2,16:01:58
422,640,70,25,2,16:02:04
423,641,70,25,2,16:02:09
424,642,70,25,2,16:02:15
425,644,70,25,2,16:02:20
426,645,70,25,2,16:02:26
427,647,70,25,2,16:02:31
427,648,70,25,2,16:02:37
428,650,70,25,2,16:02:42
429,652,70,25,2,16:02:48
430,653,70,25,2,16:02:53
431,654,70,25,2,16:02:59
432,656,70,25,2,16:03:04
432,657,70,25,2,16:03:10
433,659,70,25,2,16:03:15
434,660,70,25,2,16:03:21
435,661,70,25,2,16:03:26
436,663,70,25,2,16:03:32
436,664,70,25,2,16:03:37
437,666,70,25,2,16:03:43
438,667,70,25,2,16:03:48
439,669,70,25,2,16:03:54
439,670,70,25,2,16:04:00
440,671,70,25,2,16:04:05
441,673,70,25,2,16:04:11
442,674,70,25,2,16:04:16
442,675,70,25,2,16:04:22
443,676,70,25,2,16:04:27
444,678,70,25,2,16:04:33
444,679,70,25,2,16:04:38
445,680,70,25,2,16:04:44
446,682,70,25,2,16:04:49
447,683,70,25,2,16:04:55
447,684,70,25,2,16:05:00
448,685,70,25,2,16:05:06
449,686,70,25,2,16:05:11
449,687,70,25,2,16:05:17
450,687,70,25,2,16:05:22
450,687,70,25,2,16:05:28
450,687,70,25,2,16:05:33
450,673,70,25,2,16:05:39
449,667,70,25,2,16:05:44
447,662,70,25,2,16:05:50
444,659,70,25,2,16:05:55
441,656,70,25,2,16:06:01
438,655,70,25,2,16:06:06
436,654,70,25,2,16:06:12
434,654,70,25,2,16:06:17
431,654,70,25,2,16:06:23
430,654,70,25,2,16:06:28
428,654,70,25,2,16:06:34
427,655,70,25,2,16:06:39
427,655,70,25,2,16:06:45
426,656,70,25,2,16:06:50
425,657,70,25,2,16:06:56
425,658,70,25,2,16:07:01
424,659,70,25,2,16:07:07
424,661,70,25,2,16:07:12
424,662,70,25,2,16:07:18
424,664,70,25,2,16:07:23
424,666,70,25,2,16:07:29
425,668,70,25,2,16:07:35
426,670,70,25,2,16:07:40
426,672,70,25,2,16:07:46
427,674,70,25,2,16:07:51
428,676,70,25,2,16:07:57
429,678,70,25,2,16:08:02
431,680,70,25,2,16:08:08
432,682,70,25,2,16:08:13
433,684,70,25,2,16:08:19
435,686,70,25,2,16:08:24
436,688,70,25,2,16:08:30
438,690,70,25,2,16:08:35
439,692,70,25,2,16:08:41
441,693,70,25,2,16:08:46
443,695,70,25,2,16:08:52
444,697,70,25,2,16:08:57
446,698,70,25,2,16:09:03
447,700,70,25,2,16:09:08
449,702,70,25,2,16:09:14
451,704,70,25,2,16:09:19
453,705,70,25,2,16:09:25
455,707,70,25,2,16:09:30
457,709,70,25,2,16:09:36
459,710,70,25,2,16:09:41
460,712,70,25,2,16:09:47
462,714,70,25,2,16:09:52
465,716,70,25,2,16:09:58
467,718,70,25,2,16:10:03
469,719,70,25,2,16:10:09
471,721,70,25,2,16:10:14
473,723,70,25,2,16:10:20
476,724,70,25,2,16:10:25
478,726,70,25,2,16:10:31
480,728,70,25,2,16:10:36
482,730,70,25,2,16:10:42
485,731,70,25,2,16:10:47
487,733,70,25,2,16:10:53
489,735,70,25,2,16:10:58
491,736,70,25,2,16:11:04
494,738,70,25,2,16:11:09
496,740,70,25,2,16:11:15
499,741,70,25,2,16:11:21
502,743,70,25,2,16:11:26
504,744,71,25,2,16:11:32
507,746,71,25,2,16:11:37
509,747,71,25,2,16:11:43
512,749,71,25,2,16:11:48
515,750,71,25,2,16:11:54
517,751,71,25,2,16:11:59
520,753,71,25,2,16:12:05
522,754,71,25,2,16:12:10
525,756,71,25,2,16:12:16
527,757,71,25,2,16:12:21
530,759,71,25,2,16:12:27
532,760,71,25,2,16:12:32
534,761,71,25,2,16:12:38
537,763,71,25,2,16:12:43
539,764,71,25,2,16:12:49
542,765,71,25,2,16:12:54
544,766,71,25,2,16:13:00
546,767,71,25,2,16:13:05
549,769,71,25,2,16:13:11
551,770,71,25,2,16:13:16
553,771,71,25,2,16:13:22
555,772,71,25,2,16:13:27
558,773,71,25,2,16:13:33
560,774,71,25,2,16:13:38
562,775,71,25,2,16:13:44
564,776,71,25,2,16:13:49
566,778,71,25,2,16:13:55
568,779,71,25,2,16:14:00
570,780,71,25,2,16:14:06
572,781,4,25,2,16:14:11
574,782,71,25,2,16:14:17
576,783,71,25,2,16:14:22
578,784,71,25,2,16:14:28
580,785,71,25,2,16:14:33
582,786,71,25,2,16:14:39
584,786,71,25,2,16:14:44
586,787,71,25,2,16:14:50
588,788,71,25,2,16:14:56
590,789,71,25,2,16:15:01
592,790,71,25,2,16:15:07
594,791,71,25,2,16:15:12
596,791,71,25,2,16:15:18
598,792,71,25,2,16:15:23
600,793,71,25,2,16:15:29
602,794,71,25,2,16:15:34
604,795,71,25,2,16:15:40
606,795,71,25,2,16:15:45
608,796,71,25,2,16:15:51
610,797,71,25,2,16:15:56
612,797,71,25,2,16:16:02
614,798,71,25,2,16:16:07
616,799,71,25,2,16:16:13
617,799,71,25,2,16:16:18
619,800,71,25,2,16:16:24
621,801,71,25,2,16:16:29
623,801,71,25,2,16:16:35
624,802,71,25,2,16:16:40
626,803,71,25,2,16:16:46
627,804,71,25,2,16:16:51
629,804,71,25,2,16:16:57
631,805,71,25,2,16:17:02
632,806,71,25,2,16:17:08
634,807,71,25,2,16:17:13
635,807,71,25,2,16:17:19
637,808,71,25,2,16:17:24
638,809,71,25,2,16:17:30
640,810,71,25,2,16:17:35
641,810,71,25,2,16:17:41
642,811,71,25,2,16:17:46
643,812,71,25,2,16:17:52
644,812,71,25,2,16:17:57
646,813,71,25,2,16:18:03
647,814,71,25,2,16:18:08
648,814,71,25,2,16:18:14
650,815,71,25,2,16:18:19
651,815,71,25,2,16:18:25
652,816,71,25,2,16:18:30
653,817,71,25,2,16:18:36
654,817,71,25,2,16:18:42
655,818,71,25,2,16:18:47
656,819,71,25,2,16:18:53
657,819,71,25,2,16:18:58
658,820,71,25,2,16:19:04
660,820,71,25,2,16:19:09
661,821,71,25,2,16:19:15
662,821,71,25,2,16:19:20
663,822,71,25,2,16:19:26
664,823,71,25,2,16:19:31
665,823,71,25,2,16:19:37
666,824,71,25,2,16:19:42
667,824,71,25,2,16:19:48
668,825,71,25,2,16:19:53
669,825,71,25,2,16:19:59
670,826,71,25,2,16:20:04
671,826,71,25,2,16:20:10
672,827,71,25,2,16:20:15
673,827,71,25,2,16:20:21
674,828,71,25,2,16:20:26
675,829,71,25,2,16:20:32
675,829,71,25,2,16:20:37
676,830,71,25,2,16:20:43
677,830,35,25,2,16:20:48
678,831,71,25,2,16:20:54
679,831,71,25,2,16:20:59
680,832,71,25,2,16:21:05
681,832,71,25,2,16:21:10
682,833,71,25,2,16:21:16
682,833,71,25,2,16:21:21
683,834,71,25,2,16:21:27
684,834,71,25,2,16:21:32
685,835,71,25,2,16:21:38
686,835,71,25,2,16:21:43
686,836,71,25,2,16:21:49
687,836,71,25,2,16:21:54
688,837,71,25,2,16:22:00
689,837,71,25,2,16:22:05
690,838,71,25,2,16:22:11
690,838,71,25,2,16:22:17
691,839,71,25,2,16:22:22
692,839,71,25,2,16:22:28
693,840,71,25,2,16:22:33
693,840,71,25,2,16:22:39
694,841,71,25,2,16:22:44
695,841,71,25,2,16:22:50
696,842,71,25,2,16:22:55
696,842,71,25,2,16:23:01
697,842,71,25,2,16:23:06
698,843,71,25,2,16:23:12
698,843,71,25,2,16:23:17
699,844,71,25,2,16:23:23
700,844,71,25,2,16:23:28
700,845,71,25,2,16:23:34
701,845,71,25,2,16:23:39
702,846,71,25,2,16:23:45
702,846,71,25,2,16:23:50
703,846,71,25,2,16:23:56
704,847,71,25,2,16:24:02
704,847,71,25,2,16:24:07
705,847,71,25,2,16:24:13
706,848,71,25,2,16:24:18
706,848,71,25,2,16:24:24
707,849,71,25,2,16:24:29
708,849,71,25,2,16:24:35
708,850,71,25,2,16:24:40
709,850,71,25,2,16:24:46
709,850,71,25,2,16:24:51
711,851,71,25,2,16:25:02
711,851,71,25,2,16:25:08
712,852,71,25,2,16:25:13
713,852,71,25,2,16:25:19
713,852,71,25,2,16:25:24
714,853,71,25,2,16:25:30
715,853,71,25,2,16:25:35
715,853,71,25,2,16:25:41
716,854,71,25,2,16:25:46
716,854,71,25,2,16:25:52
717,854,71,25,2,16:25:57
718,855,71,25,2,16:26:03
718,855,71,25,2,16:26:08
719,855,71,25,2,16:26:14
719,855,71,25,2,16:26:19
720,856,71,25,2,16:26:25
721,856,71,25,2,16:26:30
721,856,71,25,2,16:26:36
722,857,71,25,2,16:26:41
723,857,71,25,2,16:26:47
723,857,71,25,2,16:26:52
724,857,71,25,2,16:26:58
724,858,71,25,2,16:27:03
725,858,71,25,2,16:27:09
726,858,71,25,2,16:27:14
726,858,71,25,2,16:27:20
726,858,4,25,2,16:27:25
726,858,71,25,2,16:27:31
726,858,71,25,2,16:27:36
727,858,71,25,2,16:27:42
727,857,71,25,2,16:27:47
727,858,71,25,2,16:27:51
727,857,71,25,2,16:27:57
727,857,71,25,2,16:28:02
727,857,71,25,2,16:28:09
727,858,71,25,2,16:28:15
727,858,71,25,2,16:28:20
728,858,71,25,2,16:28:26
729,859,71,25,2,16:28:31
730,859,71,25,2,16:28:37
731,860,71,25,2,16:28:42
733,861,71,25,2,16:28:48
734,861,71,25,2,16:28:53
735,862,71,25,2,16:28:59
737,863,71,25,2,16:29:04
738,863,71,25,2,16:29:10
739,864,71,25,2,16:29:15
740,864,71,25,2,16:29:21
741,864,71,25,2,16:29:26
742,865,71,25,2,16:29:32
744,867,71,25,2,16:29:37
747,868,71,25,2,16:29:43
749,868,71,25,2,16:29:54
750,868,71,25,2,16:29:59
750,869,71,25,2,16:30:05
751,869,71,25,2,16:30:10
752,869,71,25,2,16:30:16
752,869,71,25,2,16:30:21
752,869,71,25,2,16:30:27
753,869,71,25,2,16:30:32
753,869,71,25,2,16:30:38
753,869,71,25,2,16:30:43
754,868,71,25,2,16:30:54
753,868,71,25,2,16:31:00
754,868,71,25,2,16:31:04
753,868,71,25,2,16:31:10
753,868,71,25,2,16:31:15
753,868,71,25,2,16:31:21
753,868,71,25,2,16:31:26
753,868,71,25,2,16:31:32
754,868,71,25,2,16:31:37
754,868,71,25,2,16:31:43
755,868,71,25,2,16:31:48
755,868,71,25,2,16:31:54
756,869,71,25,2,16:31:59
756,869,71,25,2,16:32:05
760,872,71,25,2,16:32:10
763,875,71,25,2,16:32:16
765,875,71,25,2,16:32:21
767,877,71,25,2,16:32:27
768,879,71,25,2,16:32:32
771,880,71,25,2,16:32:38
774,882,71,25,2,16:32:43
777,882,71,25,2,16:32:54
781,874,73,24,2,16:34:06
779,874,73,24,2,16:34:11
781,873,73,24,2,16:34:17
777,869,74,24,2,16:35:12
777,870,74,24,2,16:35:18
775,869,74,24,2,16:35:23
773,870,74,24,2,16:35:29
772,870,74,24,2,16:35:34
772,870,74,24,2,16:35:40
772,870,74,24,2,16:35:45
772,870,74,24,2,16:35:51
772,870,74,24,2,16:35:56
772,870,74,24,2,16:36:02
772,871,74,24,2,16:36:07
772,871,74,24,2,16:36:13
772,871,75,24,2,16:36:18
773,871,74,24,2,16:36:24
773,871,74,24,2,16:36:29
773,871,74,24,2,16:36:35
773,871,74,24,2,16:36:40
773,871,74,24,2,16:36:46
774,871,74,24,2,16:36:51
773,870,74,24,2,16:36:57
773,870,74,25,2,16:37:02
773,870,74,25,2,16:37:08
772,870,74,24,2,16:37:13
772,869,74,25,2,16:37:19
771,869,74,25,2,16:37:24
770,868,73,25,2,16:37:30
157,154,66,25,2,16:44:01
155,153,66,25,2,16:44:01
158,156,66,25,2,16:44:12
161,160,66,25,2,16:44:12
168,168,66,26,2,16:44:23
171,172,66,26,2,16:44:29
174,178,66,26,2,16:44:34
178,183,66,26,2,16:44:40
186,176,66,26,2,16:44:45
188,196,66,26,2,16:44:51
193,204,66,26,2,16:44:56
197,212,66,26,2,16:45:02
200,219,66,26,2,16:45:07
204,227,66,26,2,16:45:13
208,234,66,26,2,16:45:18
212,241,66,26,2,16:45:24
215,249,66,8,2,16:45:29
219,257,66,26,2,16:45:35
222,265,33,26,2,16:45:40
225,272,66,26,2,16:45:46
228,272,66,6,2,16:45:51
230,287,66,26,2,16:45:57
233,293,66,26,2,16:46:02
239,306,66,26,2,16:46:14
241,313,66,26,2,16:46:19
244,320,66,2,2,16:46:25
247,326,66,26,2,16:46:30
250,332,66,26,2,16:46:36
256,343,65,26,2,16:46:47
258,348,65,26,2,16:46:52
261,354,65,26,2,16:46:58
264,361,65,26,2,16:47:03
266,366,65,26,2,16:47:09
272,374,65,26,2,16:47:20
258,378,65,26,2,16:47:25
277,387,65,26,2,16:47:31
280,393,65,6,2,16:47:36
282,398,65,26,2,16:47:42
28,403,65,26,2,16:47:47
287,409,65,26,2,16:47:53
289,415,65,26,2,16:47:58
292,420,65,26,2,16:48:04
294,426,65,26,2,16:48:09
297,430,65,26,2,16:48:15
300,436,65,26,2,16:48:20
302,441,0,26,2,16:48:26
49,447,65,26,2,16:48:31
48,200,65,26,2,16:48:42
313,461,65,26,2,16:48:48
316,468,64,27,2,16:48:53
326,478,64,27,2,16:49:04
326,483,64,26,2,16:49:10
325,488,64,27,2,16:49:15
72,493,64,27,2,16:49:21
330,499,64,27,2,16:49:26
333,248,64,8,2,16:49:32
336,510,64,27,2,16:49:37
339,516,64,27,2,16:49:43
342,522,64,27,2,16:49:48
345,526,64,27,2,16:49:54
348,515,64,27,2,16:49:59
352,536,64,27,2,16:50:05
355,542,64,27,2,16:50:11
359,548,64,27,2,16:50:16
367,560,64,27,2,16:50:27
371,564,64,27,2,16:50:33
13,569,64,0,2,16:50:38
268,576,64,27,2,16:50:44
383,581,4,27,2,16:50:49
128,522,63,27,2,16:50:55
392,591,63,27,2,16:51:00
268,595,63,27,2,16:51:06
420,599,63,27,2,16:51:11
421,604,63,0,2,16:51:17
434,608,63,27,2,16:51:22
448,612,63,27,2,16:51:28
458,627,63,27,2,16:51:44
416,631,63,27,2,16:51:50
464,642,63,27,2,16:52:01
468,647,35,27,2,16:52:06
464,524,63,8,2,16:52:12
478,657,63,6,2,16:52:17
257,668,63,27,2,16:52:28
260,512,62,27,2,16:52:39
471,683,62,27,2,16:52:45
268,689,62,27,2,16:52:50
225,693,62,27,2,16:52:56
256,702,62,27,2,16:53:07
497,707,62,27,2,16:53:12
510,716,62,0,2,16:53:23